sale_date,maker_id,maker_name,type,city_maker,auction_house,sale_date.1,lot,usd,gbp,eur,bold_currency,Year,Month,Day,cpi_usd,cpi_gbp,cpi_eur,gbp_usd_x,eur_usd,price_usd_real,SP500_real,SP500_30d_ret,SP500_90d_ret,SP500_252d_ret,SP500_vol_30d,SP500_vol_90d,SP500_vol_252d,SP500_ma50,SP500_ma200,SP500_trend_ratio,gbp_usd_y,gbp_90d_change,gbp_vol_30d,10y_yield_pc,10y_yield_90d_change,MCI,real_price_gold,country_iso1,admin1_name,admin2_name,candidate_count,is_ambiguous,maker_name_maker,role,date,maker_last_name,birth_cent,location_filled
2003-11-15,359,"Landolfi, Carlo Ferdinando",Cello,Milan,Bongartz's,2003-11-15,-,141180.0,83831.0,190537.1596762325,eur,2003,11,15,0.5672524688549186,0.5664952240999264,0.6297984088978142,1.6852,1.1775,224357.50551876376,1851.644608451368,0.022669784388084,0.0588997576429521,0.1413985879680985,0.1030261781608331,0.1290669137662064,0.1808686691158308,1819.5728943986296,1688.6027170733694,1.0775612735908973,1.6852,0.0345632021609676,0.0040216627626029,4.22,0.0055999999999999,0.8814139309121548,700.3055,IT,Lombardy,Città metropolitana di Milano,46.0,True,"Landolfi, Carlo Ferdinando",Violin maker,c. 1710-1784,Landolfi,18.0,False
1998-03-31,938,"Bultitude, Arthur Richard",Violin Bow,Hawkhurst,Sotheby's,1998-03-31,75,2892.0,3315.995762711864,,gbp,1998,3,31,0.4986902463320747,0.5202057310800882,0.564609562060709,1.6745,,5552.634904661017,2209.2872441430336,0.0752397703052691,0.1692178301530518,0.4324744600975752,0.1078022110593227,0.1429336042232163,0.1800356822158855,2083.419162616951,1941.234926778815,1.0732442188612736,1.6745,-0.0125604434485198,0.0035241380020685,5.67,-0.0017999999999999,4.13848099623697,602.9795,GB,England,Kent,2.0,True,"Bultitude, Arthur Richard",Bow maker,1908-1990,Bultitude,20.0,False
2018-06-25,1320,"Stuber, Johann",Violin Bow,The Hague,Tarisio,2018-06-25,43,940.0,909.9036827195466,805.0,gbp,2018,6,25,0.7747500399690086,0.7781043350477591,0.8039700316675679,1.3269,1.1704,1207.3511966005665,3507.02798088021,-0.005489450125899,-0.0051454754087642,0.0832243560798555,0.0918401580361123,0.1518540965247103,0.125301986492549,3512.517677564922,3484.054571363334,1.0081695351259812,1.3269,-0.0440890425761831,0.0032897865158383,2.87,-4.999999999999893e-05,-1.8269934330936235,1632.7847,NL,South Holland,Gemeente Den Haag,,False,"Stuber, Johann",Violin maker,b. 1888,Stuber,19.0,True
1987-04-30,30,"Bailly, Paul",Violin,Paris,Sotheby's,1987-04-30,36,4384.0,7773.949143836579,,gbp,1987,4,30,0.346500559566121,0.3395957384276267,,1.6605,,12908.64255334064,832.2064059943781,-0.020340201333897,0.1321465488489204,0.1848830864824739,0.2166372805958193,0.1678000420749585,0.1580532029712678,839.9195045440922,758.4487572146858,1.1074176027772769,1.6605,0.16183879093199,0.0049828653576769,8.21,0.01135,-4.798760107114047,1309.0946,FR,Île-de-France,Paris,59.0,True,"Bailly, Paul",Violin maker,1844-1907,Bailly,19.0,False
2007-02-26,141,"Craske, George",Violin,Stockport,Bonhams,2007-02-26,67,3416.0,2873.956310679612,2596.0,gbp,2007,2,26,0.6256656377209056,0.6054371785451874,0.6725882443809377,1.9631,1.3188,5641.863633495145,2316.5248460771577,0.0125273256331703,0.0524665015389433,0.0989294002182632,0.0702156344109249,0.0705450526020223,0.0962009576827557,2298.3859196005887,2154.827287509376,1.0666218740236686,1.9631,0.0514729512587037,0.0042905161616122,4.63,-0.002,2.485665363976863,1098.0306,GB,England,Borough of Stockport,,False,"Craske, George",Violin maker,1795-1888,Craske,18.0,True
1992-09-17,1052,"Montagnana, Domenico",Violin,Venice,Phillip's,1992-09-17,153,41153.0,50464.04494382023,,gbp,1992,9,17,0.4344323785864499,0.4577516531961793,,1.775,,89573.67977528089,966.617621923448,-0.0081687657815243,-0.007921440307849,0.0520827486795261,0.0860319065032896,0.0917197304798713,0.1116198830938781,963.9792491699014,956.9386911518244,1.0073573762699497,1.775,-0.0180892847264481,0.0123983334316377,6.4,-0.0093999999999999,3.417863081902276,800.4698,IT,Veneto,Provincia di Venezia,14.0,True,"Montagnana, Domenico",Violin maker,1686-1750,Montagnana,17.0,False
2011-11-11,157,"Degani, Giulio Ettore",Violin,Venice,Tarisio,2011-11-11,250,51757.37965787032,22597.0,26374.0,usd,2011,11,11,0.6955529866073075,0.6958119030124909,0.7464277438788909,1.6078,1.3754,51757.37965787032,1817.0434171386528,0.1203014589596425,-0.067314007317459,0.0193031679073187,0.297483667704546,0.3295005430522729,0.2211700317723989,1723.789377160023,1837.225349077118,0.9382569089991728,1.6078,0.0060697077779863,0.0073735901735091,2.04,-0.0098999999999999,-2.9032051580959424,2571.321,IT,Veneto,Provincia di Venezia,14.0,True,"Degani, Giulio Ettore",Violin maker,1875-1959,Degani,19.0,False
2011-10-03,1674,"Rugeri, Vincenzo",Violin,Cremona,Brompton's,2011-10-03,91,502320.0,466628.5714285714,376919.0,gbp,2011,10,3,0.6961402235804852,0.6943423952975754,0.7457326021472156,1.5477,1.3184,722201.04,1579.0352909289418,-0.0210924962332448,-0.169226594648552,-0.0661641289025396,0.2990592255612551,0.2952328583618921,0.2015652666633061,1710.2492679644915,1855.3055697867503,0.9218154118736724,1.5477,-0.0531628532974427,0.0063999129736712,1.8,-0.0125999999999999,-1.529835521735052,2384.7063,IT,Lombardy,Provincia di Cremona,5.0,True,"Rugeri, Vincenzo",Violin maker,1663-1719,Rugeri,17.0,False
2002-11-11,1626,"Hill & Sons, W. E. Firm",Violin,London,Bonhams,2002-11-11,58,7312.0,8226.806833114326,7221.0,gbp,2002,11,11,0.5574139436498469,0.5591476855253489,0.616281764115239,1.5883,1.0107,13066.637293035485,1571.8838978161737,0.0729321526885997,-0.1199553154067059,-0.2347279188164569,0.3334219114338803,0.3490493788751452,0.2555228247611868,1555.8838444837468,1800.4025328007608,0.8641866561159335,1.5883,0.0439726567635072,0.0039097883596979,3.845,-0.00995,0.6976355453536865,576.5912,GB,England,Greater London,34.0,True,"Hill & Sons, W. E. Firm",Bow maker / Violin maker,1880-1992,Hill & Sons,19.0,False
1984-06-14,3763,"Barzoni, François",Small Violin,London,Phillip's,1984-06-14,45,427.0,1035.1026390934294,,gbp,1984,6,14,0.3188297074268567,0.2975550330639236,,1.386,,1434.652257783493,471.6938098503561,-0.0737805267412131,-0.060572594426197,-0.1468665756242293,0.1086828268963834,0.1245803275119339,0.1218381096844007,491.86816867366497,515.7828565795191,0.9536341939232964,1.386,-0.0263435194942044,0.0054200985776682,13.39,0.0166,-5.7664996934148105,1178.0584,GB,England,Greater London,,False,"Barzoni, François",,c. 1880-1920,Barzoni,19.0,True
2018-03-20,951,"Bernardel, Auguste Sébastien Philippe père",Violin,Paris,Ingles & Hayday,2018-03-20,103,28582.0,26417.126546146526,23288.0,gbp,2018,3,20,0.7672635371957743,0.772226304188097,0.7948559511856028,1.4011,1.2252,37013.0360038059,3541.0778822309626,0.0233567078233201,0.0366282197652299,0.1183229673228227,0.1913062239050278,0.1473480867554088,0.1037186445761494,3593.187402804788,3403.102510777637,1.0558563520861188,1.4011,0.0680744015856074,0.0049558062359198,2.89,0.0051,-10.595654727572697,1708.4223,FR,Île-de-France,Paris,59.0,True,"Bernardel, Auguste Sébastien Philippe père",Violin maker,1798-1870,Bernardel,18.0,False
1985-11-14,1626,"Hill & Sons, W. E. Firm",Violin Bow,London,Sotheby's,1985-11-14,264,628.0,1375.3704329348438,,gbp,1985,11,14,0.3351247647977568,0.3199138133725202,,1.4253,,1960.315478062033,593.9877277608049,0.0767635351945967,0.0304554211056746,0.1585210477059679,0.0938876317138996,0.0998444364074449,0.1034727415391432,560.0639153728536,561.4724156820232,0.99749141672889,1.4253,0.0302132273220094,0.0039082471233859,9.84,-0.0038,0.4634567421668196,971.2801,GB,England,Greater London,34.0,True,"Hill & Sons, W. E. Firm",Bow maker / Violin maker,1880-1992,Hill & Sons,19.0,False
1983-11-25,3042,"Stelzner, Alfred",Violin,Dresden,Sotheby's,1983-11-25,331,321.0,760.9839062908629,,gbp,1983,11,25,0.3111433596103944,0.289099412196914,,1.4595,,1110.6560112315144,537.3085669741423,-0.0177806426718553,-0.0251495649777131,0.2063611958139146,0.0992965535073935,0.1200785178914669,0.1451062085980773,537.1472734419663,529.4768888607018,1.0144867221641518,1.4595,-0.0438286163522012,0.0021698259772946,11.55,0.0012,0.2882126883256213,1207.482,DE,Saxony,,15.0,True,"Stelzner, Alfred",Violin maker,,Stelzner,,False
2014-03-25,1230,Hart & Son,Violin Bow,London,Tarisio,2014-03-25,63,3964.0,3289.425981873112,2875.0,gbp,2014,3,25,0.7264920738381316,0.7296105804555474,0.7729203676527381,1.6506,1.3824,5429.526525679758,2567.9839633499746,0.0299150119764293,0.0410000579012856,0.1844043411192162,0.1009012883842898,0.1146356640902675,0.1164643604011565,2536.304933574617,2426.8376560631614,1.0451069634748598,1.6506,0.0257270693512305,0.0033139919331865,2.75,0.0004,0.1042511005068069,1803.791,GB,England,Greater London,,False,Hart & Son,Bow maker,1885-1939,Hart & Son,19.0,True
2003-11-11,854,"Pfretzschner, Hermann Richard",Violin Bow,Markneukirchen,Sotheby's,2003-11-11,43,1400.0,1482.801556420234,1218.0,gbp,2003,11,11,0.5672524688549186,0.5664952240999264,0.6297984088978142,1.6661,1.1519,2470.495673151752,1844.980857292196,0.0547915130723206,0.0385759787121293,0.1737386328948578,0.117730626333551,0.1296976860981696,0.1820901883804529,1815.931306524697,1683.6393323347554,1.0785750081084695,1.6661,0.0096351957338505,0.0038066228556456,4.465,0.0071499999999999,0.8171966590976361,683.0292,DE,Saxony,,2.0,True,"Pfretzschner, Hermann Richard",Bow maker,1857-1921,Pfretzschner,19.0,False
1990-11-22,1118,"Lotte, François",Violin Bow,Paris,Sotheby's,1990-11-22,60,1039.0,1262.9314586994728,,gbp,1990,11,22,0.411373335137063,0.4180749448934607,,1.9715,,2489.8693708260107,768.2316080939004,0.0497067011602407,-0.1619521377902476,-0.1302666599132431,0.195050091092327,0.2020587721486088,0.1575843092612504,756.5733190385835,835.0003740299518,0.90607542531645,1.9695,0.0884222160817904,0.0044777297470184,8.27,-0.0023,-4.150620856950867,923.7351,FR,Île-de-France,Paris,59.0,True,"Lotte, François",Bow maker,1889-1970,Lotte,19.0,False
1993-07-01,410,"Maire, Nicolas Rémy",Cello Bow,Paris,Sotheby's,1993-07-01,219,4851.0,6912.334384858044,,gbp,1993,7,1,0.4439634498788631,0.4658339456282145,,1.5077,,10421.726552050472,1011.3895392429004,0.001850147091579,0.0234074926003493,0.0610115586343615,0.0875370967790655,0.1015408732735393,0.0940424829574818,1004.4639945540324,992.4015311144598,1.0121548214723397,1.5077,0.0358639642734455,0.0065586987604402,5.8,-0.0023,1.8842462363404584,871.6934,FR,Île-de-France,Paris,59.0,True,"Maire, Nicolas Rémy",Bow maker / Violin maker,1800-1878,Maire,18.0,False
2009-03-13,1497,"Gagliano, Nicolò",Violin,Naples,Tarisio,2009-03-13,220,81736.0,91201.03092783506,63337.0,gbp,2009,3,13,0.6539821430767527,0.6414401175606171,0.7062639993820963,1.3971,1.2927,127416.96030927837,1156.83584911611,-0.1114133463006225,-0.2048586117424439,-0.4226723578174082,0.425278151399546,0.4963944060527093,0.4344710881739144,1247.467374205435,1574.577222939643,0.7922554423062761,1.3971,-0.1308864696734059,0.0119006566202534,2.89,-0.0093999999999999,-0.5732215115049122,1417.7757,IT,Campania,Napoli,14.0,True,"Gagliano, Nicolò",Violin maker,c. 1710-1785,Gagliano,18.0,False
1999-06-16,501,"Ornati, Giuseppe",Viola,Milan,Bonhams,1999-06-16,-,40131.0,47363.548830811545,38793.0,gbp,1999,6,16,0.5109884028384145,0.5341660543717855,0.5727967869004402,1.5896,1.0298,75289.09722145803,2603.601230066256,-0.0011936680332675,0.0624509623146487,0.1997117285553349,0.1872626133367935,0.1942481746073039,0.2237991555686335,2600.7447485920343,2382.7827180404024,1.0914737331697972,1.5896,-0.0295482295482295,0.0035218945636589,5.94,0.0104,-2.4285530445728933,505.2952,IT,Lombardy,Città metropolitana di Milano,46.0,True,"Ornati, Giuseppe",Violin maker,1887-1965,Ornati,19.0,False
2020-02-28,15301,"Negroni, Massimo",Violin,Cremona,Tarisio,2020-02-28,109,13579.514299631202,8422.0,9848.0,usd,2020,2,28,0.7953156321867352,0.7979426891991183,0.8076002162663165,1.2776,1.1027,13579.514299631202,3714.5252163351074,-0.1043217000131105,-0.0158033704335469,0.0367487283297749,0.2127343179241154,0.1383096189235262,0.1343056830406103,4116.67980069656,3855.0956946516585,1.067854114855776,1.2776,-0.0102262162999688,0.0050895105200075,1.13,-0.0067,1.848132036290676,1992.5925,IT,Lombardy,Provincia di Cremona,5.0,True,"Negroni, Massimo",Violin maker,,Negroni,,False
1995-06-20,895,"Lamy, Alfred dit neveu",Violin Bow,Paris,Bonhams,1995-06-20,83,3174.0,4034.1017964071857,,gbp,1995,6,20,0.468867216804201,0.4908155767817781,,1.6037,,6469.489050898204,1162.33330234375,0.038071352574067,0.1230182948022751,0.1718407592664301,0.100903356089133,0.0802709670848385,0.0881789932752412,1117.626799347413,1044.1059206290688,1.0704151535450046,1.6037,0.0327794951056157,0.0060671890524421,6.16,-0.0134999999999999,6.489209351369102,832.6451,FR,Île-de-France,Paris,59.0,True,"Lamy, Alfred dit neveu",Bow maker,1886-1922,Lamy,19.0,False
2011-10-04,272,"Henry, Joseph",Violin Bow,Paris,Sotheby's,2011-10-04,66,46168.0,43206.3492063492,35026.0,gbp,2011,10,4,0.6961402235804852,0.6943423952975754,0.7457326021472156,1.5407,1.3344,66568.02222222221,1614.54533598277,0.0006633969732943,-0.1538885707775866,-0.0646757323032974,0.3064235329179303,0.2978879704566756,0.2017423722807468,1704.0311494604332,1854.1487574497648,0.9190369125529032,1.5407,-0.0640869882152838,0.0063281777886335,1.81,-0.0123999999999999,-1.516941225358872,2332.0588,FR,Île-de-France,Paris,59.0,True,"Henry, Joseph",Bow maker,1823-1870,Henry,19.0,False
2008-12-18,793,"Vidoudez, Alfred",Viola,Geneva,Tarisio,2008-12-18,153,3982.3365488897766,1704.0,1761.0,usd,2008,12,18,0.6463542115036957,0.6399706098457015,0.7064957132926547,1.5339,1.4215,3982.3365488897766,1369.6515216282664,-0.0611252646047097,-0.2845931576817897,-0.3912790721019871,0.6520565576415185,0.6210670403047511,0.4077800167808868,1370.4103391156514,1804.052933874217,0.7596286746269053,1.5339,-0.1775776097796364,0.0135942016360808,2.08,-0.0181,-3.1536148207803283,1320.0966,CH,Geneva,Geneva,,False,"Vidoudez, Alfred",Bow maker / Violin maker,1879-1943,Vidoudez,19.0,True
1997-07-16,495,"Nürnberger, Albert",Violin Bow,Markneukirchen,Christie's,1997-07-16,66,963.0,1117.9642857142858,,gbp,1997,7,16,0.4934635298168804,0.5143277002204262,0.5596663319687958,1.6758,,1873.48455,1897.9923951077567,0.1063809411083973,0.1598846353231848,0.4448971480912327,0.1489124077405578,0.1624622566898303,0.1333229120118954,1766.183975943588,1601.5192630154725,1.1028178160143207,1.6758,0.0399652476107732,0.004758510956188,6.2,-0.0039999999999999,3.6659633394978783,644.0192,DE,Saxony,,,False,"Nürnberger, Albert",Bow maker,,Nürnberger,,True
1997-11-19,495,"Nürnberger, Albert",Viola Bow,Markneukirchen,Christie's,1997-11-19,120,1458.0,1661.7308781869688,,gbp,1997,11,19,0.4965380689434653,0.5187362233651727,0.5622151849849386,1.6902,,2808.6575303116147,1902.3516743950152,-0.029435136925943,0.0140221680537682,0.2468960724964837,0.3101507320527118,0.223269984456821,0.1790778218577265,1900.313823357583,1770.5640323919672,1.0732816145543906,1.6902,0.0094965060025085,0.0055801995309426,5.82,-0.0037999999999999,0.0164894998799565,611.8363,DE,Saxony,,,False,"Nürnberger, Albert",Bow maker,,Nürnberger,,True
1985-11-14,1373,"Hill, Joseph I",Viola,London,Sotheby's,1985-11-14,44,18840.0,41261.11298804532,,gbp,1985,11,14,0.3351247647977568,0.3199138133725202,,1.4253,,58809.46434186099,593.9877277608049,0.0767635351945967,0.0304554211056746,0.1585210477059679,0.0938876317138996,0.0998444364074449,0.1034727415391432,560.0639153728536,561.4724156820232,0.99749141672889,1.4253,0.0302132273220094,0.0039082471233859,9.84,-0.0038,0.4634567421668196,971.2801,GB,England,Greater London,34.0,True,"Hill, Joseph I",Violin maker,1715-1784,Hill,18.0,False
2009-03-10,1814,"Landon, Christophe",Violin Bow,Paris,Sotheby's,2009-03-10,126,2422.0,2728.2359679266897,1895.0,gbp,2009,3,10,0.6539821430767527,0.6414401175606171,0.7062639993820963,1.3843,1.2674,3776.697050400917,1100.3358168167654,-0.1461537571679553,-0.2209843823114846,-0.432709521774691,0.4281510921662487,0.4941345073626397,0.4341199196469406,1260.779103028185,1588.708182762727,0.7935875931826067,1.3843,-0.14880403369612,0.0118664801578502,2.99,-0.0081999999999999,-0.5560425085110154,1369.7622,FR,Île-de-France,Paris,,False,"Landon, Christophe",Bow maker / Violin maker,,Landon,,True
2020-12-03,3057,"Vial, François",Cello,Monte Carlo,Vichy-Enchères,2020-12-03,102,24880.0,18486.0,25192.165477888728,eur,2020,12,3,0.8008375044580817,0.8038207200587804,0.8121572565072991,1.3497,1.2145,30595.88497289586,4578.6067089657045,0.0669321092098473,0.1332795302361462,0.1621358826900514,0.1954642745592156,0.1836090268411272,0.3439808543626911,4342.668377335855,3966.756910275127,1.094765440777831,1.3497,0.0409532623785284,0.0053491842919768,0.92,0.0037,0.0228140748071873,2298.0442,MC,Municipality of Monaco,,,False,"Vial, François",Violin maker,b. 1876,Vial,19.0,True
1991-06-06,807,"Vuillaume, Sebastien",Violin,Paris,Sotheby's,1991-06-06,37,12066.0,16354.87394957983,,gbp,1991,6,6,0.4181373212155497,0.4371785451873622,,1.6885,,27615.20466386554,917.4737231481216,-0.0036227712796005,0.1299017166886338,0.0090130166564816,0.1297873350789611,0.1472740048014893,0.1695799732639837,910.8665924033288,829.2345653640238,1.0984426246190904,1.6885,-0.1383005868844093,0.0099084921177566,8.23,0.002,-0.3446596165966059,873.3973,FR,Île-de-France,Paris,59.0,True,"Vuillaume, Sebastien",Violin maker,1835-1875,Vuillaume,19.0,False
2008-05-09,86,"Breton, François",Violin,Mirecourt,Tarisio,2008-05-09,221,4831.515824070312,1651.0,2082.0,usd,2008,5,9,0.6660435600703455,0.632623071271124,0.7085811384876806,1.9461,1.5481,4831.515824070312,2084.368219325248,0.0404253005531221,-0.0833244137967197,-0.1064954064216168,0.1620348004599827,0.2228452925958157,0.1973765433593429,2051.371782941364,2205.741408594872,0.9300146313380192,1.9461,-0.0225023858556431,0.006418829021471,3.77,-0.0010999999999999,-3.039101291759904,1327.0904,FR,Grand Est,Vosges,2.0,True,"Breton, François",Violin maker,1778-1830,Breton,18.0,False
2019-11-08,990,"Nürnberger, Carl Albert",Violin Bow,Markneukirchen,Tarisio,2019-11-08,84,4931.739292712512,3043.0,3536.0,usd,2019,11,8,0.7907960596706555,0.7972079353416606,0.8117710666563682,1.2792,1.1019,4931.739292712512,3911.349886357784,0.0425048851477991,0.0299082393559526,0.077123786221221,0.1204524338055014,0.141792544268991,0.1554010421133038,3783.679394130095,3685.491859395041,1.0266416365795936,1.2792,0.0170946966685217,0.0080629110739448,1.94,-0.001,0.3094316429572339,1844.2264,DE,Saxony,,,False,"Nürnberger, Carl Albert",Bow maker,1885-1971,Nürnberger,19.0,True
1996-06-13,48,"Bazin, Charles Nicolas",Violin Bow,Mirecourt,Phillip's,1996-06-13,120,1674.0,2165.3173216885007,,gbp,1996,6,13,0.4817802811358577,0.5047759000734754,0.5509384413377616,1.5297,,3312.2859069869,1386.3580745468678,0.0197282597525045,0.0293370260054466,0.2101911264074272,0.1074968803758265,0.1201203218304915,0.1007092928027444,1366.3714116638089,1309.044190620362,1.043793190065096,1.5297,0.007044107965767,0.0037996567206198,7.01,0.0134999999999999,-3.891948600537295,797.7703,FR,Grand Est,Vosges,,False,"Bazin, Charles Nicolas",Bow maker,1847-1915,Bazin,19.0,True
2012-11-28,1571,"Grünke, Richard",Violin Bow,Bubenreuth,Tarisio,2012-11-28,146,1864.8717536627848,826.0,1024.0,usd,2012,11,28,0.707823472261508,0.7127112417340191,0.7628021935583533,1.5984,1.294,1864.8717536627848,1991.9232816710453,-0.0083633083713162,0.0193091665881792,0.1957573209895793,0.1533773465444442,0.1272579558922019,0.1431469272699707,2004.762053586847,1957.4405005230967,1.024175219145156,1.5984,0.0294326012751982,0.0035159380729797,1.63,0.0019999999999999,1.7381459561644412,2429.0097,DE,Bavaria,Regierungsbezirk Mittelfranken,,False,"Grünke, Richard",Bow maker,b. 1930,Grünke,20.0,True
